pokedex_number,name,japanese_name,type1,type2,abilities,hp,attack,defense,sp_attack,sp_defense,speed,base_total,classfication,generation,is_legendary,experience_growth,capture_rate,base_egg_steps,base_happiness,height_m,percentage_male,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
400,Bibarel,Beadaruビーダル,normal,water,"['Simple', 'Unaware', 'Moody']",79,85,60,55,60,71,410,Beaver Pokémon,4,0,1000000,127,3840,70,1,50,31.5,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5
401,Kricketot,Korobohshiコロボーシ,bug,,"['Shed Skin', 'Run Away']",37,25,41,25,41,25,194,Cricket Pokémon,4,0,1059860,255,3840,70,0.3,50,2.2,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
402,Kricketune,Korotockコロトック,bug,,"['Swarm', 'Technician']",77,85,51,55,51,65,384,Cricket Pokémon,4,0,1059860,45,3840,70,1,50,25.5,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
403,Shinx,Kolinkコリンク,electric,,"['Rivalry', 'Intimidate', 'Guts']",45,65,34,40,34,45,263,Flash Pokémon,4,0,1059860,235,5120,70,0.5,50,9.5,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
404,Luxio,Luxioルクシオ,electric,,"['Rivalry', 'Intimidate', 'Guts']",60,85,49,60,49,60,363,Spark Pokémon,4,0,1059860,120,5120,100,0.9,50,30.5,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
405,Luxray,Rentorarレントラー,electric,,"['Rivalry', 'Intimidate', 'Guts']",80,120,79,95,79,70,523,Gleam Eyes Pokémon,4,0,1059860,45,5120,70,1.4,50,42,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
406,Budew,Subomieスボミー,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",40,30,35,50,70,55,280,Bud Pokémon,4,0,1059860,255,5120,70,0.2,50,1.2,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
407,Roserade,Roseradeロズレイド,grass,poison,"['Natural Cure', 'Poison Point', 'Technician']",60,70,65,125,105,90,515,Bouquet Pokémon,4,0,1059860,75,5120,70,0.9,50,14.5,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
408,Cranidos,Zugaidosズガイドス,rock,,"['Mold Breaker', 'Sheer Force']",67,125,40,30,30,58,350,Head Butt Pokémon,4,0,600000,45,7680,70,0.9,88.1,31.5,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
409,Rampardos,Rampaldラムパルド,rock,,"['Mold Breaker', 'Sheer Force']",97,165,60,65,50,58,495,Head Butt Pokémon,4,0,600000,45,7680,70,1.6,88.1,102.5,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
410,Shieldon,Tatetopsタテトプス,rock,steel,"['Sturdy', 'Soundproof']",30,42,118,42,88,30,350,Shield Pokémon,4,0,600000,45,7680,70,0.5,88.1,57,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
411,Bastiodon,Toridepsトリデプス,rock,steel,"['Sturdy', 'Soundproof']",60,52,168,47,138,30,495,Shield Pokémon,4,0,600000,45,7680,70,1.3,88.1,149.5,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
412,Burmy,Minomucchiミノムッチ,bug,,"['Shed Skin', 'Overcoat']",40,29,45,29,45,36,224,Bagworm Pokémon,4,0,1000000,120,3840,70,0.2,50,3.4,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
413,Wormadam,Minomadam (kusaki No Mino)ミノマダム,bug,grass,"['Anticipation', 'Overcoat']",60,69,95,69,95,36,424,Bagworm Pokémon,4,0,1000000,45,3840,70,0.5,0,6.5,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
414,Mothim,Gamaleガーメイル,bug,flying,"['Swarm', 'Tinted Lens']",70,94,50,94,50,66,424,Moth Pokémon,4,0,1000000,45,3840,70,0.9,100,23.3,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
415,Combee,Mitsuhoneyミツハニー,bug,flying,"['Honey Gather', 'Hustle']",30,30,42,30,42,70,244,Tiny Bee Pokémon,4,0,1059860,120,3840,70,0.3,88.1,5.5,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
416,Vespiquen,Beequenビークイン,bug,flying,"['Pressure', 'Unnerve']",70,80,102,80,102,40,474,Beehive Pokémon,4,0,1059860,45,3840,70,1.2,0,38.5,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
417,Pachirisu,Pachirisuパチリス,electric,,"['Run Away', 'Pickup', 'Volt Absorb']",60,45,70,45,90,95,405,EleSquirrel Pokémon,4,0,1000000,200,2560,100,0.4,50,3.9,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
418,Buizel,Buoyselブイゼル,water,,"['Swift Swim', 'Water Veil']",55,65,35,60,30,85,330,Sea Weasel Pokémon,4,0,1000000,190,5120,70,0.7,50,29.5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
419,Floatzel,Floazelフローゼル,water,,"['Swift Swim', 'Water Veil']",85,105,55,85,50,115,495,Sea Weasel Pokémon,4,0,1000000,75,5120,70,1.1,50,33.5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
420,Cherubi,Cherinboチェリンボ,grass,,['Chlorophyll'],45,35,45,62,53,35,275,Cherry Pokémon,4,0,1000000,190,5120,70,0.4,50,3.3,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
421,Cherrim,Cherrimチェリム,grass,,['Flower Gift'],70,60,70,87,78,85,450,Blossom Pokémon,4,0,1000000,75,5120,70,0.5,50,9.3,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
422,Shellos,Karanakushiカラナクシ,water,,"['Sticky Hold', 'Storm Drain', 'Sand Force']",76,48,48,57,62,34,325,Sea Slug Pokémon,4,0,1000000,190,5120,70,0.3,50,6.3,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
423,Gastrodon,Tritodonトリトドン,water,ground,"['Sticky Hold', 'Storm Drain', 'Sand Force']",111,83,68,92,82,39,475,Sea Slug Pokémon,4,0,1000000,75,5120,70,0.9,50,29.9,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
424,Ambipom,Etebothエテボース,normal,,"['Technician', 'Pickup', 'Skill Link']",75,100,66,60,66,115,482,Long Tail Pokémon,4,0,800000,45,5120,100,1.2,50,20.3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
425,Drifloon,Fuwanteフワンテ,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",90,50,34,60,44,70,348,Balloon Pokémon,4,0,1640000,125,7680,70,0.4,50,1.2,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1
426,Drifblim,Fuwarideフワライド,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",150,80,44,90,54,80,498,Blimp Pokémon,4,0,1640000,60,7680,70,1.2,50,15,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1
427,Buneary,Mimirolミミロル,normal,,"['Run Away', 'Klutz', 'Limber']",55,66,44,44,56,85,350,Rabbit Pokémon,4,0,1000000,190,5120,0,0.4,50,5.5,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
428,Lopunny,Mimilopミミロップ,normal,,"['Cute Charm', 'Klutz', 'Limber']",65,136,94,54,96,135,580,Rabbit Pokémon,4,0,1000000,60,5120,140,1.2,50,33.3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
429,Mismagius,Mumargiムウマージ,ghost,,['Levitate'],60,60,60,105,105,105,495,Magical Pokémon,4,0,800000,45,6400,35,0.9,50,4.4,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
430,Honchkrow,Dongkarasuドンカラス,dark,flying,"['Insomnia', 'Super Luck', 'Moxie']",100,125,52,105,52,71,505,Big Boss Pokémon,4,0,1059860,30,5120,35,0.9,50,27.3,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
431,Glameow,Nyarmarニャルマー,normal,,"['Limber', 'Own Tempo', 'Keen Eye']",49,55,42,42,37,85,310,Catty Pokémon,4,0,800000,190,5120,70,0.5,24.6,3.9,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
432,Purugly,Bunyattoブニャット,normal,,"['Thick Fat', 'Own Tempo', 'Defiant']",71,82,64,64,59,112,452,Tiger Cat Pokémon,4,0,800000,75,5120,70,1,24.6,43.8,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
433,Chingling,Lisyanリーシャン,psychic,,['Levitate'],45,30,50,65,50,45,285,Bell Pokémon,4,0,800000,120,6400,70,0.2,50,0.6,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
434,Stunky,Skunpuuスカンプー,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",63,63,47,41,41,74,329,Skunk Pokémon,4,0,1000000,225,5120,70,0.4,50,19.2,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
435,Skuntank,Skutankスカタンク,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",103,93,67,71,61,84,479,Skunk Pokémon,4,0,1000000,60,5120,70,1,50,38,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
436,Bronzor,Dohmirrorドーミラー,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",57,24,86,24,86,23,300,Bronze Pokémon,4,0,1000000,255,5120,70,0.5,,60.5,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
437,Bronzong,Dohtakunドータクン,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",67,89,116,79,116,33,500,Bronze Bell Pokémon,4,0,1000000,90,5120,70,1.3,,187,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
438,Bonsly,Usohachiウソハチ,rock,,"['Sturdy', 'Rock Head', 'Rattled']",50,80,95,10,45,10,290,Bonsai Pokémon,4,0,1000000,255,5120,70,0.5,50,15,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
439,Mime Jr.,Maneneマネネ,psychic,fairy,"['Soundproof', 'Filter', 'Technician']",20,25,45,70,90,60,310,Mime Pokémon,4,0,1000000,145,6400,70,0.6,50,13,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
440,Happiny,Pinpukuピンプク,normal,,"['Natural Cure', 'Serene Grace', 'Friend Guard']",100,5,5,15,65,30,220,Playhouse Pokémon,4,0,800000,130,10240,140,0.6,0,24.4,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
441,Chatot,Perapペラップ,normal,flying,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",76,65,45,92,42,91,411,Music Note Pokémon,4,0,1059860,30,5120,35,0.5,50,1.9,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
442,Spiritomb,Mikarugeミカルゲ,ghost,dark,"['Pressure', 'Infiltrator']",50,92,108,92,108,35,485,Forbidden Pokémon,4,0,1000000,100,7680,70,1,50,108,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1
443,Gible,Fukamaruフカマル,dragon,ground,"['Sand Veil', 'Rough Skin']",58,70,45,40,45,42,300,Land Shark Pokémon,4,0,1250000,45,10240,70,0.7,50,20.5,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
444,Gabite,Gabiteガバイト,dragon,ground,"['Sand Veil', 'Rough Skin']",68,90,65,50,55,82,410,Cave Pokémon,4,0,1250000,45,10240,70,1.4,50,56,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
445,Garchomp,Gaburiasガブリアス,dragon,ground,"['Sand Veil', 'Rough Skin']",108,170,115,120,95,92,700,Mach Pokémon,4,0,1250000,45,10240,70,1.9,50,95,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
446,Munchlax,Gonbeゴンベ,normal,,"['Pickup', 'Thick Fat', 'Gluttony']",135,85,40,40,85,5,390,Big Eater Pokémon,4,0,1250000,50,10240,70,0.6,88.1,105,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
447,Riolu,Rioluリオル,fighting,,"['Steadfast', 'Inner Focus', 'Prankster']",40,70,40,35,40,60,285,Emanation Pokémon,4,0,1059860,75,6400,70,0.7,88.1,20.2,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
448,Lucario,Lucarioルカリオ,fighting,steel,"['Steadfast', 'Inner Focus', 'Justified']",70,145,88,140,70,112,625,Aura Pokémon,4,0,1059860,45,6400,70,1.2,88.1,54,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1
449,Hippopotas,Hippopotasヒポポタス,ground,,"['Sand Stream', 'Sand Force']",68,72,78,38,42,32,330,Hippo Pokémon,4,0,1250000,140,7680,70,0.8,50,49.5,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
450,Hippowdon,Kabaldonカバルドン,ground,,"['Sand Stream', 'Sand Force']",108,112,118,68,72,47,525,Heavyweight Pokémon,4,0,1250000,60,7680,70,2,50,300,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
451,Skorupi,Scorupiスコルピ,poison,bug,"['Battle Armor', 'Sniper', 'Keen Eye']",40,50,90,30,55,65,330,Scorpion Pokémon,4,0,1250000,120,5120,70,0.8,50,12,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
452,Drapion,Dorapionドラピオン,poison,dark,"['Battle Armor', 'Sniper', 'Keen Eye']",70,90,110,60,75,95,500,Ogre Scorp Pokémon,4,0,1250000,45,5120,70,1.3,50,61.5,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
453,Croagunk,Gureggruグレッグル,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",48,61,40,61,40,50,300,Toxic Mouth Pokémon,4,0,1000000,140,2560,100,0.7,50,23,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1
454,Toxicroak,Dokurogドクロッグ,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",83,106,65,86,65,85,490,Toxic Mouth Pokémon,4,0,1000000,75,5120,70,1.3,50,44.4,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1
455,Carnivine,Muskippaマスキッパ,grass,,['Levitate'],74,100,72,90,72,46,454,Bug Catcher Pokémon,4,0,1250000,200,6400,70,1.4,50,27,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
456,Finneon,Keikouoケイコウオ,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",49,49,56,49,61,66,330,Wing Fish Pokémon,4,0,600000,190,5120,70,0.4,50,7,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
457,Lumineon,Neolantネオラント,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",69,69,76,69,86,91,460,Neon Pokémon,4,0,600000,75,5120,70,1.2,50,24,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
458,Mantyke,Tamantaタマンタ,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",45,20,50,60,120,50,345,Kite Pokémon,4,0,1250000,25,6400,70,1,50,65,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
459,Snover,Yukikaburiユキカブリ,grass,ice,"['Snow Warning', 'Soundproof']",60,62,50,62,60,40,334,Frosted Tree Pokémon,4,0,1250000,120,5120,70,1,50,50.5,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5
460,Abomasnow,Yukinoohユキノオー,grass,ice,"['Snow Warning', 'Soundproof']",90,132,105,132,105,30,594,Frosted Tree Pokémon,4,0,1250000,60,5120,70,2.2,50,135.5,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5
461,Weavile,Manyulaマニューラ,dark,ice,"['Pressure', 'Pickpocket']",70,120,65,45,85,125,510,Sharp Claw Pokémon,4,0,1059860,45,5120,35,1.1,50,34,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1
462,Magnezone,Jibacoilジバコイル,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",70,70,115,130,90,60,535,Magnet Area Pokémon,4,0,1000000,30,5120,70,1.2,,180,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
463,Lickilicky,Berobeltベロベルト,normal,,"['Own Tempo', 'Oblivious', 'Cloud Nine']",110,85,95,80,95,50,515,Licking Pokémon,4,0,1000000,30,5120,70,1.7,50,140,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
464,Rhyperior,Dosidonドサイドン,ground,rock,"['Lightningrod', 'Solid Rock', 'Reckless']",115,140,130,55,55,40,535,Drill Pokémon,4,0,1250000,30,5120,70,2.4,50,282.8,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
465,Tangrowth,Mojumboモジャンボ,grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,100,125,110,50,50,535,Vine Pokémon,4,0,1000000,30,5120,70,2,50,128.6,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
466,Electivire,Elekibleエレキブル,electric,,"['Motor Drive', 'Vital Spirit']",75,123,67,95,85,95,540,Thunderbolt Pokémon,4,0,1000000,30,6400,70,1.8,75.4,138.6,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
467,Magmortar,Booburnブーバーン,fire,,"['Flame Body', 'Vital Spirit']",75,95,67,125,95,83,540,Blast Pokémon,4,0,1000000,30,6400,70,1.6,75.4,68,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
468,Togekiss,Togekissトゲキッス,fairy,flying,"['Hustle', 'Serene Grace', 'Super Luck']",85,50,95,120,115,80,545,Jubilee Pokémon,4,0,800000,30,2560,70,1.5,88.1,38,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1
469,Yanmega,Megayanmaメガヤンマ,bug,flying,"['Speed Boost', 'Tinted Lens', 'Frisk']",86,76,86,116,56,95,515,Ogre Darner Pokémon,4,0,1000000,30,5120,70,1.9,50,51.5,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
470,Leafeon,Leafiaリーフィア,grass,,"['Leaf Guard', 'Chlorophyll']",65,110,130,60,65,95,525,Verdant Pokémon,4,0,1000000,45,8960,35,1,88.1,25.5,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
471,Glaceon,Glaciaグレイシア,ice,,"['Snow Cloak', 'Ice Body']",65,60,110,130,95,65,525,Fresh Snow Pokémon,4,0,1000000,45,8960,35,0.8,88.1,25.9,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
472,Gliscor,Glionグライオン,ground,flying,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",75,95,125,45,75,95,510,Fang Scorp Pokémon,4,0,1059860,30,5120,70,2,50,42.5,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2
473,Mamoswine,Mammooマンムー,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",110,130,80,70,60,80,530,Twin Tusk Pokémon,4,0,1250000,50,5120,70,2.5,50,291,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2
474,Porygon-Z,Porygon-zポリゴンＺ,normal,,"['Adaptability', 'Download', 'Analytic']",85,80,70,135,75,90,535,Virtual Pokémon,4,0,1000000,30,5120,70,0.9,,34,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
475,Gallade,Erureidoエルレイド,psychic,fighting,"['Steadfast', 'Justified']",68,165,95,65,115,110,618,Blade Pokémon,4,0,1250000,45,5120,35,1.6,100,52,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
476,Probopass,Dainoseダイノーズ,rock,steel,"['Sturdy', 'Magnet Pull', 'Sand Force']",60,55,145,75,150,40,525,Compass Pokémon,4,0,1000000,60,5120,70,1.4,50,340,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
477,Dusknoir,Yonoirヨノワール,ghost,,"['Pressure', 'Frisk']",45,100,135,65,135,45,525,Gripper Pokémon,4,0,800000,45,6400,35,2.2,50,106.6,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
478,Froslass,Yukimenokoユキメノコ,ice,ghost,"['Snow Cloak', 'Cursed Body']",70,80,70,80,70,110,480,Snow Land Pokémon,4,0,1000000,75,5120,70,1.3,0,26.6,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1
479,Rotom,Rotomロトム,electric,ghost,['Levitate'],50,65,107,105,107,86,520,Plasma Pokémon,4,0,1000000,45,5120,70,0.3,,0.3,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1
480,Uxie,Yuxieユクシー,psychic,,['Levitate'],75,75,130,75,130,95,580,Knowledge Pokémon,4,1,1250000,3,20480,140,0.3,,0.3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
481,Mesprit,Emritエムリット,psychic,,['Levitate'],80,105,105,105,105,80,580,Emotion Pokémon,4,1,1250000,3,20480,140,0.3,,0.3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
482,Azelf,Agnomeアグノム,psychic,,['Levitate'],75,125,70,125,70,115,580,Willpower Pokémon,4,1,1250000,3,20480,140,0.3,,0.3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
483,Dialga,Dialgaディアルガ,steel,dragon,"['Pressure', 'Telepathy']",100,120,120,150,100,90,680,Temporal Pokémon,4,1,1250000,3,30720,0,5.4,,683,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5
484,Palkia,Palkiaパルキア,water,dragon,"['Pressure', 'Telepathy']",90,120,100,150,120,100,680,Spatial Pokémon,4,1,1250000,3,30720,0,4.2,,336,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25
485,Heatran,Heatranヒードラン,fire,steel,"['Flash Fire', 'Flame Body']",91,90,106,130,106,77,600,Lava Dome Pokémon,4,1,1250000,3,2560,100,1.7,50,430,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2
486,Regigigas,Regigigasレジギガス,normal,,['Slow Start'],110,160,110,80,110,100,670,Colossal Pokémon,4,1,1250000,3,30720,0,3.7,,420,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
487,Giratina,Giratina (another Forme)ギラティナ,ghost,dragon,"['Pressure', 'Telepathy', 'Levitate']",150,120,100,120,100,90,680,Renegade Pokémon,4,1,1250000,3,30720,0,4.5,,750,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5
488,Cresselia,Cresseliaクレセリア,psychic,,['Levitate'],120,70,120,75,130,85,600,Lunar Pokémon,4,1,1250000,3,30720,100,1.5,0,85.6,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
489,Phione,Phioneフィオネ,water,,['Hydration'],80,80,80,80,80,80,480,Sea Drifter Pokémon,4,0,1250000,30,10240,70,0.4,,3.1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
490,Manaphy,Manaphyマナフィ,water,,['Hydration'],100,100,100,100,100,100,600,Seafaring Pokémon,4,1,1250000,3,2560,70,0.3,,1.4,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
491,Darkrai,Darkraiダークライ,dark,,['Bad Dreams'],70,90,90,135,90,125,600,Pitch-Black Pokémon,4,1,1250000,3,30720,0,1.5,,50.5,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
492,Shaymin,Shaymin (sky Forme)シェイミ,grass,grass,"['Natural Cure', 'Serene Grace']",100,103,75,120,75,127,600,Gratitude Pokémon,4,1,1059860,45,30720,100,0.2,,2.1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
493,Arceus,Arceusアルセウス,normal,,['Multitype'],120,120,120,120,120,120,720,Alpha Pokémon,4,1,1250000,3,30720,0,3.2,,320,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
494,Victini,Victiniビクティニ,psychic,fire,['Victory Star'],100,100,100,100,100,100,600,Victory Pokémon,5,1,1250000,3,30720,100,0.4,,4,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2
495,Snivy,Tsutarjaツタージャ,grass,,"['Overgrow', 'Contrary']",45,45,55,45,55,63,308,Grass Snake Pokémon,5,0,1059860,45,5120,70,0.6,88.1,8.1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
496,Servine,Janovyジャノビー,grass,,"['Overgrow', 'Contrary']",60,60,75,60,75,83,413,Grass Snake Pokémon,5,0,1059860,45,5120,70,0.8,88.1,16,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
497,Serperior,Jalordaジャローダ,grass,,"['Overgrow', 'Contrary']",75,75,95,75,95,113,528,Regal Pokémon,5,0,1059860,45,5120,70,3.3,88.1,63,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
498,Tepig,Pokabuポカブ,fire,,"['Blaze', 'Thick Fat']",65,63,45,45,45,45,308,Fire Pig Pokémon,5,0,1059860,45,5120,70,0.5,88.1,9.9,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
499,Pignite,Chaobooチャオブー,fire,fighting,"['Blaze', 'Thick Fat']",90,93,55,70,55,55,418,Fire Pig Pokémon,5,0,1059860,45,5120,70,1,88.1,55.5,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
500,Emboar,Enbuohエンブオー,fire,fighting,"['Blaze', 'Reckless']",110,123,65,100,65,65,528,Mega Fire Pig Pokémon,5,0,1059860,45,5120,70,1.6,88.1,150,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
